,년,월,일,시간,건구온도 (℃),건구온도_불확도 (℃),이슬점온도 (℃),이슬점온도_불확도 (℃),상대습도 (%),상대습도_불확도 (%),표면기압 (hPa),표면기압_불확도 (hPa),풍속 (m/s),풍속_불확도 (m/s),수평면 전일사량 (Wh/m²),수평면 전일사량_불확도 (Wh/m²)
18,2012,1,1,18,-3.3,2.4,-9.3,1.7,63,7.6,990.8,1.5,4.5,1.7,10,1
19,2012,1,1,19,-4.1,2.4,-10.0,1.7,64,7.7,991.5,1.5,4.3,1.6,10,1
20,2012,1,1,20,-4.9,2.4,-11.1,1.7,62,7.4,991.8,1.5,4.4,1.6,0,0
21,2012,1,1,21,-5.2,2.4,-11.7,1.7,60,7.2,992.0,1.5,4.2,1.6,0,0
22,2012,1,1,22,-5.4,2.4,-12.1,1.7,59,7.1,992.2,1.5,3.7,1.4,0,0
23,2012,1,1,23,-5.6,2.4,-12.3,1.7,59,7.1,992.5,1.5,3.4,1.3,0,0
24,2012,1,2,0,-5.8,2.4,-12.5,1.7,59,7.1,992.7,1.5,3.2,1.2,0,0
25,2012,1,2,1,-5.9,2.4,-12.6,1.7,59,7.1,992.6,1.5,2.9,1.1,0,0
26,2012,1,2,2,-6.0,2.4,-12.7,1.7,59,7.1,992.7,1.5,2.6,1.0,0,0
27,2012,1,2,3,-6.0,2.4,-12.7,1.7,59,7.1,993.1,1.5,2.5,0.9,0,0
28,2012,1,2,4,-6.4,2.4,-12.2,1.7,63,7.6,994.1,1.5,2.0,0.7,0,0
29,2012,1,2,5,-6.8,2.4,-12.2,1.7,65,7.8,993.8,1.5,1.8,0.7,0,0
30,2012,1,2,6,-7.2,2.4,-12.1,1.7,68,8.2,994.3,1.5,1.6,0.6,0,0
31,2012,1,2,7,-7.5,2.4,-12.1,1.7,70,8.4,994.3,1.5,1.2,0.4,10,1
32,2012,1,2,8,-7.8,2.4,-12.0,1.7,72,8.6,994.5,1.5,0.8,0.3,1,0
33,2012,1,2,9,-6.7,2.4,-11.7,1.7,68,8.2,994.7,1.5,0.7,0.3,85,6
34,2012,1,2,10,-4.9,2.4,-11.6,1.7,59,7.1,994.9,1.5,1.3,0.5,198,14
35,2012,1,2,11,-3.2,2.4,-11.4,1.7,53,6.4,994.5,1.5,1.7,0.6,268,19
36,2012,1,2,12,-1.7,2.4,-11.3,1.7,48,5.8,993.7,1.5,2.1,0.8,500,35
37,2012,1,2,13,-0.8,2.4,-11.3,1.7,45,5.4,992.8,1.5,2.3,0.9,356,25
38,2012,1,2,14,-0.4,2.4,-11.1,1.7,44,5.3,992.4,1.5,2.4,0.9,443,31
39,2012,1,2,15,-0.3,2.4,-10.5,1.7,46,5.5,992.2,1.5,2.5,0.9,329,23
40,2012,1,2,16,-1.4,2.4,-10.1,1.7,52,6.2,992.4,1.5,2.4,0.9,178,12
41,2012,1,2,17,-2.3,2.4,-9.6,1.7,57,6.8,992.4,1.5,1.9,0.7,36,3
42,2012,1,2,18,-2.9,2.4,-9.2,1.7,62,7.4,992.7,1.5,1.8,0.7,10,1
43,2012,1,2,19,-3.3,2.4,-9.0,1.7,65,7.8,992.7,1.5,1.8,0.7,10,1
44,2012,1,2,20,-3.6,2.4,-8.7,1.7,68,8.2,992.6,1.5,1.6,0.6,0,0
45,2012,1,2,21,-3.8,2.4,-8.4,1.7,70,8.4,992.3,1.5,1.6,0.6,0,0
46,2012,1,2,22,-3.9,2.4,-8.1,1.7,73,8.8,992.1,1.5,1.6,0.6,0,0
47,2012,1,2,23,-3.9,2.4,-7.9,1.7,74,8.9,992.1,1.5,1.6,0.6,0,0
48,2012,1,3,0,-4.1,2.4,-7.8,1.7,75,9.0,991.8,1.5,1.6,0.6,0,0
49,2012,1,3,1,-4.1,2.4,-7.6,1.7,77,9.2,991.7,1.5,1.7,0.6,0,0
50,2012,1,3,2,-4.1,2.4,-7.4,1.7,78,9.4,991.4,1.5,1.9,0.7,0,0
51,2012,1,3,3,-4.1,2.4,-7.3,1.7,78,9.4,991.2,1.5,1.8,0.7,0,0
52,2012,1,3,4,-4.5,2.4,-8.1,1.7,76,9.1,990.9,1.5,1.8,0.7,0,0
53,2012,1,3,5,-4.7,2.4,-8.1,1.7,77,9.2,990.6,1.5,1.8,0.7,0,0
54,2012,1,3,6,-5.0,2.4,-8.2,1.7,78,9.4,990.6,1.5,1.6,0.6,0,0
55,2012,1,3,7,-5.4,2.4,-8.3,1.7,80,9.6,990.6,1.5,1.4,0.5,10,1
56,2012,1,3,8,-5.8,2.4,-8.4,1.7,82,9.8,990.8,1.5,1.2,0.4,2,0
57,2012,1,3,9,-5.0,2.4,-8.4,1.7,77,9.2,991.1,1.5,0.9,0.3,113,8
58,2012,1,3,10,-3.6,2.4,-9.0,1.7,66,7.9,990.8,1.5,1.3,0.5,203,14
59,2012,1,3,11,-2.0,2.4,-9.3,1.7,57,6.8,990.2,1.5,1.7,0.6,0,0
60,2012,1,3,12,-0.5,2.4,-9.3,1.7,51,6.1,989.2,1.5,2.0,0.7,312,22
61,2012,1,3,13,0.6,2.4,-9.3,1.7,47,5.6,988.1,1.5,2.3,0.9,348,24
62,2012,1,3,14,1.2,2.4,-9.4,1.7,45,5.4,987.0,1.5,2.8,1.0,369,26
63,2012,1,3,15,1.4,2.4,-8.9,1.7,46,5.5,986.5,1.5,3.3,1.2,16,1
64,2012,1,3,16,0.7,2.4,-6.7,1.7,58,7.0,985.8,1.5,3.4,1.3,49,3
65,2012,1,3,17,-0.5,2.4,-5.9,1.7,67,8.0,986.0,1.5,2.8,1.0,3,0
66,2012,1,3,18,-1.8,2.4,-5.4,1.7,76,9.1,986.6,1.5,3.2,1.2,10,1
67,2012,1,3,19,-2.8,2.4,-5.3,1.7,83,10.0,987.1,1.5,3.8,1.4,10,1
68,2012,1,3,20,-3.7,2.4,-6.0,1.7,84,10.1,987.5,1.5,4.0,1.5,0,0
69,2012,1,3,21,-4.5,2.4,-7.4,1.7,80,9.6,988.2,1.5,3.6,1.3,0,0
70,2012,1,3,22,-5.2,2.4,-9.4,1.7,72,8.6,988.5,1.5,3.6,1.3,0,0
71,2012,1,3,23,-5.8,2.4,-10.7,1.7,68,8.2,988.7,1.5,3.5,1.3,0,0
72,2012,1,4,0,-6.1,2.4,-11.8,1.7,64,7.7,988.8,1.5,3.7,1.4,0,0
73,2012,1,4,1,-6.6,2.4,-12.4,1.7,63,7.6,988.7,1.5,3.4,1.3,0,0
74,2012,1,4,2,-7.0,2.4,-12.8,1.7,63,7.6,988.6,1.5,3.2,1.2,0,0
75,2012,1,4,3,-7.3,2.4,-13.2,1.7,63,7.6,988.7,1.5,3.1,1.1,0,0
76,2012,1,4,4,-6.8,2.4,-12.3,1.7,65,7.8,988.6,1.5,3.4,1.3,0,0
77,2012,1,4,5,-7.2,2.4,-13.2,1.7,62,7.4,988.6,1.5,3.8,1.4,0,0
78,2012,1,4,6,-7.5,2.4,-13.7,1.7,61,7.3,989.0,1.5,4.1,1.5,0,0
79,2012,1,4,7,-7.9,2.4,-14.1,1.7,61,7.3,989.4,1.5,3.7,1.4,10,1
80,2012,1,4,8,-8.1,2.4,-14.4,1.7,61,7.3,990.3,1.5,4.0,1.5,12,1
81,2012,1,4,9,-7.6,2.4,-14.9,1.7,56,6.7,991.2,1.5,4.4,1.6,130,9
82,2012,1,4,10,-6.7,2.4,-14.8,1.7,53,6.4,992.0,1.5,4.2,1.6,182,13
83,2012,1,4,11,-5.6,2.4,-14.8,1.7,48,5.8,992.4,1.5,4.2,1.6,295,21
84,2012,1,4,12,-4.5,2.4,-15.3,1.7,43,5.2,992.0,1.5,4.5,1.7,347,24
85,2012,1,4,13,-3.8,2.4,-15.2,1.7,41,4.9,991.5,1.5,4.5,1.7,327,23
86,2012,1,4,14,-3.4,2.4,-15.1,1.7,40,4.8,991.3,1.5,4.5,1.7,301,21
87,2012,1,4,15,-3.5,2.4,-14.7,1.7,42,5.0,991.4,1.5,4.4,1.6,206,14
88,2012,1,4,16,-4.3,2.4,-13.5,1.7,49,5.9,991.7,1.5,4.2,1.6,184,13
89,2012,1,4,17,-5.0,2.4,-12.7,1.7,55,6.6,992.5,1.5,3.9,1.4,39,3
90,2012,1,4,18,-5.7,2.4,-11.9,1.7,62,7.4,993.0,1.5,3.1,1.1,10,1
91,2012,1,4,19,-5.8,2.4,-11.3,1.7,65,7.8,993.5,1.5,3.0,1.1,10,1
92,2012,1,4,20,-5.9,2.4,-10.9,1.7,68,8.2,993.5,1.5,3.5,1.3,0,0
93,2012,1,4,21,-6.1,2.4,-10.8,1.7,69,8.3,993.9,1.5,3.3,1.2,0,0
94,2012,1,4,22,-6.3,2.4,-10.8,1.7,70,8.4,994.3,1.5,3.0,1.1,0,0
95,2012,1,4,23,-6.7,2.4,-11.0,1.7,71,8.5,994.6,1.5,3.1,1.1,0,0
96,2012,1,5,0,-6.9,2.4,-11.3,1.7,71,8.5,994.8,1.5,2.8,1.0,0,0
97,2012,1,5,1,-7.2,2.4,-11.6,1.7,71,8.5,994.8,1.5,2.6,1.0,0,0
98,2012,1,5,2,-7.4,2.4,-11.7,1.7,71,8.5,994.9,1.5,2.2,0.8,0,0
99,2012,1,5,3,-7.5,2.4,-11.8,1.7,71,8.5,995.0,1.5,2.0,0.7,0,0
100,2012,1,5,4,-7.9,2.4,-12.5,1.7,70,8.4,995.8,1.5,2.0,0.7,0,0
101,2012,1,5,5,-7.9,2.4,-12.4,1.7,70,8.4,995.8,1.5,1.7,0.6,0,0
102,2012,1,5,6,-7.9,2.4,-12.4,1.7,70,8.4,995.7,1.5,1.5,0.6,0,0
103,2012,1,5,7,-7.9,2.4,-12.5,1.7,70,8.4,995.8,1.5,1.3,0.5,10,1
104,2012,1,5,8,-7.8,2.4,-12.7,1.7,68,8.2,996.3,1.5,1.2,0.4,1,0
105,2012,1,5,9,-7.1,2.4,-12.7,1.7,64,7.7,996.8,1.5,1.6,0.6,96,7
106,2012,1,5,10,-5.7,2.4,-12.4,1.7,59,7.1,997.5,1.5,2.1,0.8,186,13
107,2012,1,5,11,-4.2,2.4,-12.0,1.7,55,6.6,997.1,1.5,2.9,1.1,336,24
108,2012,1,5,12,-2.9,2.4,-12.1,1.7,49,5.9,996.2,1.5,3.2,1.2,511,36
109,2012,1,5,13,-2.2,2.4,-12.4,1.7,46,5.5,995.2,1.5,3.5,1.3,412,29
110,2012,1,5,14,-1.5,2.4,-13.5,1.7,40,4.8,994.9,1.5,3.8,1.4,387,27
111,2012,1,5,15,-1.7,2.4,-12.7,1.7,43,5.2,994.8,1.5,3.7,1.4,344,24
112,2012,1,5,16,-2.3,2.4,-12.4,1.7,46,5.5,994.6,1.5,3.2,1.2,190,13
113,2012,1,5,17,-3.1,2.4,-12.0,1.7,50,6.0,994.8,1.5,2.8,1.0,41,3
114,2012,1,5,18,-3.9,2.4,-11.7,1.7,55,6.6,995.4,1.5,2.7,1.0,11,1
115,2012,1,5,19,-4.4,2.4,-11.7,1.7,57,6.8,995.6,1.5,2.6,1.0,0,0
116,2012,1,5,20,-4.7,2.4,-11.8,1.7,58,7.0,995.7,1.5,2.4,0.9,0,0
117,2012,1,5,21,-5.0,2.4,-11.8,1.7,59,7.1,996.0,1.5,2.1,0.8,0,0
118,2012,1,5,22,-5.2,2.4,-12.0,1.7,59,7.1,996.2,1.5,2.0,0.7,0,0
119,2012,1,5,23,-5.3,2.4,-12.3,1.7,58,7.0,996.4,1.5,1.8,0.7,0,0
120,2012,1,6,0,-5.4,2.4,-12.6,1.7,57,6.8,996.4,1.5,1.7,0.6,0,0
121,2012,1,6,1,-5.6,2.4,-12.8,1.7,57,6.8,996.3,1.5,1.4,0.5,0,0
122,2012,1,6,2,-5.9,2.4,-12.7,1.7,59,7.1,996.4,1.5,1.3,0.5,0,0
123,2012,1,6,3,-5.8,2.4,-12.4,1.7,60,7.2,996.4,1.5,1.1,0.4,0,0
124,2012,1,6,4,-6.0,2.4,-13.4,1.7,56,6.7,996.8,1.5,1.1,0.4,0,0
125,2012,1,6,5,-6.4,2.4,-13.1,1.7,59,7.1,996.6,1.5,0.9,0.3,0,0
126,2012,1,6,6,-6.5,2.4,-12.8,1.7,61,7.3,996.5,1.5,0.7,0.3,0,0
127,2012,1,6,7,-6.5,2.4,-12.5,1.7,62,7.4,996.6,1.5,0.6,0.2,11,1
128,2012,1,6,8,-6.3,2.4,-12.3,1.7,62,7.4,996.9,1.5,0.5,0.2,1,0
129,2012,1,6,9,-4.9,2.4,-11.5,1.7,60,7.2,997.6,1.5,0.5,0.2,127,9
130,2012,1,6,10,-2.7,2.4,-10.1,1.7,57,6.8,998.2,1.5,1.1,0.4,207,15
131,2012,1,6,11,-1.1,2.4,-8.2,1.7,59,7.1,998.2,1.5,2.0,0.7,332,23
132,2012,1,6,12,0.3,2.4,-7.7,1.7,55,6.6,997.7,1.5,2.6,1.0,376,26
133,2012,1,6,13,1.2,2.4,-8.5,1.7,48,5.8,996.9,1.5,3.1,1.1,370,26
134,2012,1,6,14,1.1,2.4,-9.2,1.7,46,5.5,996.7,1.5,3.2,1.2,447,31
135,2012,1,6,15,1.3,2.4,-9.9,1.7,43,5.2,996.8,1.5,3.3,1.2,335,23
136,2012,1,6,16,0.5,2.4,-9.2,1.7,48,5.8,996.9,1.5,3.0,1.1,185,13
137,2012,1,6,17,-0.5,2.4,-9.3,1.7,51,6.1,997.6,1.5,2.3,0.9,40,3
138,2012,1,6,18,-1.7,2.4,-9.7,1.7,54,6.5,998.2,1.5,2.1,0.8,10,1
139,2012,1,6,19,-2.6,2.4,-10.1,1.7,56,6.7,998.7,1.5,2.1,0.8,10,1
140,2012,1,6,20,-3.3,2.4,-10.4,1.7,58,7.0,999.2,1.5,1.9,0.7,0,0
141,2012,1,6,21,-3.8,2.4,-10.5,1.7,60,7.2,999.8,1.5,1.7,0.6,0,0
142,2012,1,6,22,-4.4,2.4,-10.4,1.7,63,7.6,1000.0,1.5,1.5,0.6,0,0
143,2012,1,6,23,-5.1,2.4,-10.3,1.7,67,8.0,1000.3,1.5,1.2,0.4,0,0
144,2012,1,7,0,-5.5,2.4,-10.4,1.7,68,8.2,1000.3,1.5,1.1,0.4,0,0
145,2012,1,7,1,-5.7,2.4,-10.5,1.7,69,8.3,1000.4,1.5,1.1,0.4,0,0
146,2012,1,7,2,-5.9,2.4,-10.6,1.7,69,8.3,1000.5,1.5,1.1,0.4,0,0
147,2012,1,7,3,-6.0,2.4,-10.8,1.7,69,8.3,1000.9,1.5,1.0,0.4,0,0
148,2012,1,7,4,-6.4,2.4,-10.3,1.7,74,8.9,1001.2,1.5,1.1,0.4,0,0
149,2012,1,7,5,-6.9,2.4,-10.3,1.7,77,9.2,1001.4,1.5,1.0,0.4,0,0
150,2012,1,7,6,-7.2,2.4,-10.4,1.7,78,9.4,1001.9,1.5,0.8,0.3,0,0
151,2012,1,7,7,-7.4,2.4,-10.5,1.7,78,9.4,1002.0,1.5,0.6,0.2,10,1
152,2012,1,7,8,-7.7,2.4,-10.5,1.7,80,9.6,1002.3,1.5,0.4,0.1,25,2
153,2012,1,7,9,-6.7,2.4,-10.4,1.7,75,9.0,1002.8,1.5,0.2,0.1,168,12
154,2012,1,7,10,-3.8,2.4,-12.0,1.7,53,6.4,1003.4,1.5,0.7,0.3,283,20
155,2012,1,7,11,-1.8,2.4,-13.4,1.7,41,4.9,1003.3,1.5,0.9,0.3,356,25
156,2012,1,7,12,-0.3,2.4,-14.7,1.7,33,4.0,1002.7,1.5,0.9,0.3,431,30
157,2012,1,7,13,0.7,2.4,-16.1,1.7,27,3.2,1001.6,1.5,1.1,0.4,407,29
158,2012,1,7,14,1.3,2.4,-17.0,1.7,24,2.9,1001.3,1.5,1.3,0.5,419,29
159,2012,1,7,15,1.4,2.4,-17.4,1.7,23,2.8,1001.1,1.5,1.4,0.5,352,25
160,2012,1,7,16,0.8,2.4,-16.9,1.7,25,3.0,1000.9,1.5,1.4,0.5,197,14
161,2012,1,7,17,-0.3,2.4,-15.6,1.7,31,3.7,1001.0,1.5,1.3,0.5,46,3
162,2012,1,7,18,-1.7,2.4,-15.4,1.7,34,4.1,1001.4,1.5,1.3,0.5,11,1
163,2012,1,7,19,-3.4,2.4,-14.6,1.7,42,5.0,1001.5,1.5,1.2,0.4,11,1
164,2012,1,7,20,-3.8,2.4,-15.3,1.7,40,4.8,1001.5,1.5,1.0,0.4,0,0
165,2012,1,7,21,-3.7,2.4,-15.2,1.7,41,4.9,1001.6,1.5,0.8,0.3,0,0
166,2012,1,7,22,-3.8,2.4,-15.1,1.7,41,4.9,1001.4,1.5,0.7,0.3,0,0
167,2012,1,7,23,-3.9,2.4,-14.9,1.7,42,5.0,1001.4,1.5,0.6,0.2,0,0
168,2012,1,8,0,-4.1,2.4,-14.8,1.7,43,5.2,1001.1,1.5,0.5,0.2,0,0
169,2012,1,8,1,-4.5,2.4,-14.6,1.7,45,5.4,1000.7,1.5,0.6,0.2,0,0
170,2012,1,8,2,-4.8,2.4,-14.5,1.7,47,5.6,1000.5,1.5,0.7,0.3,0,0
171,2012,1,8,3,-5.1,2.4,-14.5,1.7,48,5.8,1000.5,1.5,0.8,0.3,0,0
172,2012,1,8,4,-6.0,2.4,-14.1,1.7,53,6.4,1000.5,1.5,0.9,0.3,0,0
173,2012,1,8,5,-6.4,2.4,-13.9,1.7,55,6.6,1000.1,1.5,0.8,0.3,0,0
174,2012,1,8,6,-6.5,2.4,-14.0,1.7,55,6.6,1000.2,1.5,0.4,0.1,0,0
175,2012,1,8,7,-6.9,2.4,-14.0,1.7,57,6.8,1000.0,1.5,0.3,0.1,11,1
176,2012,1,8,8,-7.2,2.4,-14.1,1.7,58,7.0,1000.0,1.5,0.3,0.1,27,2
177,2012,1,8,9,-6.1,2.4,-13.4,1.7,56,6.7,1000.2,1.5,0.1,0.0,163,11
178,2012,1,8,10,-2.6,2.4,-15.0,1.7,38,4.6,1000.2,1.5,0.2,0.1,318,22
179,2012,1,8,11,-0.2,2.4,-15.9,1.7,30,3.6,1000.1,1.5,0.8,0.3,378,26
180,2012,1,8,12,1.4,2.4,-16.7,1.7,25,3.0,999.0,1.5,1.4,0.5,506,35
181,2012,1,8,13,2.4,2.4,-17.7,1.7,21,2.5,997.8,1.5,1.9,0.7,511,36
182,2012,1,8,14,2.8,2.4,-18.1,1.7,20,2.4,997.1,1.5,2.4,0.9,455,32
183,2012,1,8,15,2.6,2.4,-17.9,1.7,20,2.4,996.7,1.5,2.6,1.0,224,16
184,2012,1,8,16,1.0,2.4,-14.1,1.7,31,3.7,996.7,1.5,2.7,1.0,117,8
185,2012,1,8,17,-0.4,2.4,-12.3,1.7,40,4.8,996.8,1.5,2.3,0.9,22,2
186,2012,1,8,18,-1.7,2.4,-11.1,1.7,49,5.9,997.3,1.5,2.1,0.8,10,1
187,2012,1,8,19,-2.4,2.4,-9.9,1.7,56,6.7,997.5,1.5,2.1,0.8,10,1
188,2012,1,8,20,-2.7,2.4,-8.9,1.7,62,7.4,997.7,1.5,2.1,0.8,0,0
189,2012,1,8,21,-2.7,2.4,-8.1,1.7,66,7.9,997.8,1.5,2.0,0.7,0,0
190,2012,1,8,22,-2.9,2.4,-7.5,1.7,71,8.5,997.6,1.5,1.9,0.7,0,0
191,2012,1,8,23,-3.1,2.4,-7.0,1.7,74,8.9,997.7,1.5,1.9,0.7,0,0
192,2012,1,9,0,-3.2,2.4,-6.7,1.7,77,9.2,997.6,1.5,2.0,0.7,0,0
193,2012,1,9,1,-3.4,2.4,-6.5,1.7,79,9.5,997.5,1.5,2.1,0.8,0,0
194,2012,1,9,2,-3.5,2.4,-6.6,1.7,79,9.5,997.3,1.5,2.0,0.7,0,0
195,2012,1,9,3,-3.8,2.4,-6.7,1.7,80,9.6,997.2,1.5,1.9,0.7,0,0
196,2012,1,9,4,-3.2,2.4,-6.8,1.7,76,9.1,998.1,1.5,1.8,0.7,0,0
197,2012,1,9,5,-3.3,2.4,-6.9,1.7,76,9.1,997.6,1.5,1.9,0.7,0,0
198,2012,1,9,6,-3.4,2.4,-7.1,1.7,76,9.1,997.6,1.5,1.8,0.7,0,0
199,2012,1,9,7,-3.4,2.4,-7.2,1.7,75,9.0,997.6,1.5,1.5,0.6,10,1
200,2012,1,9,8,-3.6,2.4,-7.3,1.7,76,9.1,997.9,1.5,1.2,0.4,1,0
201,2012,1,9,9,-2.2,2.4,-7.3,1.7,68,8.2,998.3,1.5,1.4,0.5,12,1
202,2012,1,9,10,-0.8,2.4,-7.0,1.7,63,7.6,998.5,1.5,1.7,0.6,229,16
203,2012,1,9,11,0.8,2.4,-7.1,1.7,56,6.7,998.4,1.5,2.9,1.1,320,22
204,2012,1,9,12,1.7,2.4,-7.2,1.7,52,6.2,997.5,1.5,3.0,1.1,350,25
205,2012,1,9,13,2.3,2.4,-7.3,1.7,49,5.9,996.4,1.5,2.9,1.1,303,21
206,2012,1,9,14,2.5,2.4,-7.2,1.7,49,5.9,995.8,1.5,2.9,1.1,250,17
207,2012,1,9,15,2.4,2.4,-7.0,1.7,50,6.0,996.1,1.5,3.0,1.1,162,11
208,2012,1,9,16,2.1,2.4,-6.2,1.7,54,6.5,995.8,1.5,2.6,1.0,143,10
209,2012,1,9,17,1.1,2.4,-5.6,1.7,61,7.3,996.2,1.5,2.0,0.7,38,3
210,2012,1,9,18,0.3,2.4,-5.4,1.7,66,7.9,996.6,1.5,1.8,0.7,10,1
211,2012,1,9,19,-0.3,2.4,-5.1,1.7,70,8.4,996.3,1.5,1.5,0.6,10,1
212,2012,1,9,20,-1.2,2.4,-4.8,1.7,77,9.2,996.2,1.5,1.4,0.5,0,0
213,2012,1,9,21,-1.9,2.4,-4.9,1.7,80,9.6,996.4,1.5,1.5,0.6,0,0
214,2012,1,9,22,-2.2,2.4,-4.9,1.7,82,9.8,996.5,1.5,1.6,0.6,0,0
215,2012,1,9,23,-2.3,2.4,-5.0,1.7,82,9.8,996.4,1.5,1.7,0.6,0,0
216,2012,1,10,0,-2.6,2.4,-5.0,1.7,84,10.1,996.0,1.5,1.7,0.6,0,0
217,2012,1,10,1,-2.7,2.4,-5.0,1.7,84,10.1,995.8,1.5,1.8,0.7,0,0
218,2012,1,10,2,-2.6,2.4,-4.8,1.7,85,10.2,995.8,1.5,2.0,0.7,0,0
219,2012,1,10,3,-2.8,2.4,-5.0,1.7,85,10.2,996.1,1.5,2.2,0.8,0,0
220,2012,1,10,4,-2.0,2.4,-4.6,1.7,82,9.8,996.0,1.5,1.8,0.7,0,0
221,2012,1,10,5,-2.4,2.4,-4.6,1.7,85,10.2,995.7,1.5,2.0,0.7,0,0
222,2012,1,10,6,-2.6,2.4,-5.3,1.7,82,9.8,995.7,1.5,1.8,0.7,0,0
223,2012,1,10,7,-3.0,2.4,-6.7,1.7,76,9.1,995.3,1.5,1.9,0.7,10,1
224,2012,1,10,8,-3.3,2.4,-8.6,1.7,67,8.0,995.0,1.5,1.9,0.7,18,1
225,2012,1,10,9,-3.0,2.4,-11.0,1.7,54,6.5,995.2,1.5,2.1,0.8,164,11
226,2012,1,10,10,-2.0,2.4,-12.7,1.7,44,5.3,995.5,1.5,2.3,0.9,319,22
227,2012,1,10,11,-0.8,2.4,-13.0,1.7,39,4.7,995.8,1.5,2.7,1.0,390,27
228,2012,1,10,12,0.2,2.4,-12.4,1.7,38,4.6,995.6,1.5,3.2,1.2,509,36
229,2012,1,10,13,0.8,2.4,-11.5,1.7,39,4.7,994.7,1.5,3.5,1.3,516,36
230,2012,1,10,14,1.2,2.4,-10.4,1.7,42,5.0,993.9,1.5,3.7,1.4,461,32
231,2012,1,10,15,1.2,2.4,-9.7,1.7,44,5.3,993.7,1.5,3.8,1.4,350,24
232,2012,1,10,16,0.9,2.4,-9.2,1.7,47,5.6,993.0,1.5,3.7,1.4,198,14
233,2012,1,10,17,-0.1,2.4,-8.6,1.7,53,6.4,993.4,1.5,3.0,1.1,48,3
234,2012,1,10,18,-1.2,2.4,-8.2,1.7,59,7.1,993.8,1.5,2.9,1.1,10,1
235,2012,1,10,19,-1.9,2.4,-7.8,1.7,64,7.7,994.3,1.5,3.0,1.1,10,1
236,2012,1,10,20,-2.4,2.4,-7.4,1.7,69,8.3,994.2,1.5,3.0,1.1,0,0
237,2012,1,10,21,-2.8,2.4,-7.4,1.7,71,8.5,994.5,1.5,2.7,1.0,0,0
238,2012,1,10,22,-3.0,2.4,-7.6,1.7,71,8.5,994.5,1.5,2.7,1.0,0,0
239,2012,1,10,23,-3.1,2.4,-8.0,1.7,69,8.3,994.8,1.5,2.9,1.1,0,0
240,2012,1,11,0,-3.2,2.4,-8.4,1.7,67,8.0,994.9,1.5,3.0,1.1,0,0
241,2012,1,11,1,-3.3,2.4,-9.2,1.7,64,7.7,995.0,1.5,3.5,1.3,0,0
242,2012,1,11,2,-3.7,2.4,-9.7,1.7,63,7.6,995.0,1.5,3.6,1.3,0,0
243,2012,1,11,3,-3.9,2.4,-9.9,1.7,63,7.6,995.2,1.5,3.3,1.2,0,0
244,2012,1,11,4,-3.7,2.4,-10.5,1.7,59,7.1,995.2,1.5,3.0,1.1,0,0
245,2012,1,11,5,-4.0,2.4,-10.8,1.7,59,7.1,995.0,1.5,2.8,1.0,0,0
246,2012,1,11,6,-4.2,2.4,-11.1,1.7,59,7.1,995.0,1.5,3.1,1.1,0,0
247,2012,1,11,7,-4.5,2.4,-11.8,1.7,57,6.8,995.3,1.5,3.6,1.3,10,1
